t,tf_t,x,y,theta,yaw_deg,reason
1781810025.712339,1781810025.667305,-4.925802,-3.771197,-2.709119,-155.221,distance
1781810025.962478,1781810025.917390,-4.945025,-3.780216,-2.693505,-154.326,distance
1781810026.312620,1781810026.267888,-4.966194,-3.789247,-2.675017,-153.267,distance
1781810026.562474,1781810026.517394,-4.984206,-3.798452,-2.659957,-152.404,distance
1781810026.812401,1781810026.767293,-5.003299,-3.808580,-2.644954,-151.545,distance
1781810027.062517,1781810027.017158,-5.023704,-3.819818,-2.627773,-150.560,distance
1781810027.312366,1781810027.267038,-5.040822,-3.834014,-2.608400,-149.450,distance
1781810027.562371,1781810027.517247,-5.060271,-3.845671,-2.591738,-148.496,distance
1781810027.812353,1781810027.769012,-5.077896,-3.856620,-2.576721,-147.635,distance
1781810028.162543,1781810028.117094,-5.096102,-3.870806,-2.559146,-146.628,distance
1781810028.412460,1781810028.367105,-5.113856,-3.882662,-2.542997,-145.703,distance
1781810028.662350,1781810028.617115,-5.130873,-3.894419,-2.528003,-144.844,distance
1781810028.962519,1781810028.917310,-5.147829,-3.909195,-2.509229,-143.768,distance
1781810029.212362,1781810029.167217,-5.164991,-3.921931,-2.494087,-142.901,distance
1781810029.462392,1781810029.417179,-5.183274,-3.936662,-2.477284,-141.938,distance
1781810029.662479,1781810029.617225,-5.199475,-3.951558,-2.463744,-141.162,distance
1781810029.912377,1781810029.867246,-5.215307,-3.964477,-2.447301,-140.220,distance
1781810030.212363,1781810030.167176,-5.233562,-3.982358,-2.427303,-139.074,distance
1781810030.462384,1781810030.417184,-5.249717,-3.997375,-2.410370,-138.104,distance
1781810030.713259,1781810030.667356,-5.265347,-4.011582,-2.393945,-137.163,distance
1781810031.012442,1781810030.967315,-5.277402,-4.029614,-2.374532,-136.051,distance
1781810031.312460,1781810031.267128,-5.294459,-4.046299,-2.356995,-135.046,distance
1781810031.562321,1781810031.517086,-5.308642,-4.060627,-2.342250,-134.201,distance
1781810031.862328,1781810031.817132,-5.323335,-4.079552,-2.320094,-132.932,distance
1781810032.112467,1781810032.067083,-5.338411,-4.095983,-2.302438,-131.920,distance
1781810032.412861,1781810032.367043,-5.351158,-4.112186,-2.285386,-130.943,distance
1781810032.712365,1781810032.667396,-5.366237,-4.129828,-2.267310,-129.907,distance
1781810032.962505,1781810032.917092,-5.379738,-4.146206,-2.249206,-128.870,distance
1781810033.212526,1781810033.167096,-5.392283,-4.163143,-2.232229,-127.897,distance
1781810033.712373,1781810033.667411,-5.405654,-4.180569,-2.213792,-126.841,distance
1781810033.962366,1781810033.918073,-5.417346,-4.197345,-2.190270,-125.493,distance
1781810034.212409,1781810034.167178,-5.430045,-4.215422,-2.171387,-124.411,distance
1781810034.462356,1781810034.417250,-5.442680,-4.234188,-2.151012,-123.244,distance
1781810034.762380,1781810034.717168,-5.453822,-4.255334,-2.130437,-122.065,distance
1781810035.012443,1781810034.967227,-5.464726,-4.273038,-2.111848,-121.000,distance
1781810035.169042,1781810035.117248,-5.475255,-4.290877,-2.091657,-119.843,distance
1781810035.462383,1781810035.421018,-5.487085,-4.311951,-2.069408,-118.568,distance
1781810035.712364,1781810035.667636,-5.497249,-4.330985,-2.049211,-117.411,distance
1781810035.962364,1781810035.917449,-5.506547,-4.349007,-2.026603,-116.116,distance
1781810036.262410,1781810036.217520,-5.516109,-4.368902,-2.007025,-114.994,distance
1781810036.812385,1781810036.767328,-5.514059,-4.370688,-2.002629,-114.742,time
1781810037.312506,1781810037.267515,-5.514059,-4.370688,-2.002381,-114.728,time
1781810037.712472,1781810037.667108,-5.524210,-4.393192,-1.983278,-113.633,distance
1781810037.912392,1781810037.867167,-5.532646,-4.412779,-1.967829,-112.748,distance
1781810038.162344,1781810038.117098,-5.540309,-4.433747,-1.950683,-111.766,distance
1781810038.412352,1781810038.367245,-5.547716,-4.453473,-1.937179,-110.992,distance
1781810038.662347,1781810038.617141,-5.555744,-4.474702,-1.925078,-110.299,distance
1781810038.862400,1781810038.817477,-5.563052,-4.498041,-1.913935,-109.660,distance
1781810039.112398,1781810039.067537,-5.569978,-4.517686,-1.903662,-109.072,distance
1781810039.362578,1781810039.317235,-5.575222,-4.538754,-1.891387,-108.368,distance
1781810039.912428,1781810039.867227,-5.576903,-4.543827,-1.888117,-108.181,time
1781810040.462388,1781810040.417294,-5.576903,-4.543827,-1.887862,-108.167,time
1781810041.012521,1781810040.967408,-5.577266,-4.544935,-1.887301,-108.134,time
1781810041.312407,1781810041.267236,-5.583931,-4.565553,-1.877906,-107.596,distance
1781810041.512360,1781810041.470465,-5.590560,-4.585680,-1.867440,-106.996,distance
1781810041.762427,1781810041.717193,-5.597062,-4.605253,-1.854404,-106.250,distance
1781810042.012426,1781810041.967344,-5.603208,-4.626671,-1.844380,-105.675,distance
1781810042.362431,1781810042.317434,-5.609883,-4.648204,-1.836782,-105.240,distance
1781810042.612607,1781810042.567172,-5.615466,-4.669008,-1.827195,-104.691,distance
1781810042.862479,1781810042.818132,-5.620505,-4.690854,-1.820317,-104.297,distance
1781810043.112358,1781810043.067112,-5.625845,-4.712152,-1.810712,-103.746,distance
1781810043.312668,1781810043.267093,-5.632914,-4.734328,-1.798185,-103.028,distance
1781810043.562348,1781810043.517594,-5.637469,-4.754347,-1.788822,-102.492,distance
1781810043.812400,1781810043.767399,-5.642117,-4.775701,-1.779266,-101.944,distance
1781810044.112496,1781810044.067183,-5.644912,-4.797731,-1.769985,-101.413,distance
1781810044.362366,1781810044.317402,-5.649092,-4.818878,-1.760192,-100.852,distance
1781810044.562356,1781810044.517198,-5.652347,-4.841346,-1.754684,-100.536,distance
1781810044.812486,1781810044.767142,-5.655983,-4.861313,-1.745427,-100.006,distance
1781810045.062403,1781810045.017276,-5.659413,-4.881165,-1.736232,-99.479,distance
1781810045.312423,1781810045.267171,-5.663159,-4.904316,-1.727881,-99.000,distance
1781810045.562438,1781810045.517143,-5.666530,-4.926191,-1.717491,-98.405,distance
1781810045.762391,1781810045.717304,-5.669928,-4.946152,-1.709207,-97.930,distance
1781810046.012455,1781810045.967205,-5.672867,-4.967855,-1.699477,-97.373,distance
1781810046.262401,1781810046.217276,-5.675437,-4.988287,-1.690219,-96.842,distance
1781810046.612376,1781810046.567464,-5.676679,-5.008812,-1.680075,-96.261,distance
1781810046.862373,1781810046.817544,-5.678954,-5.030347,-1.669981,-95.683,distance
1781810047.062340,1781810047.018072,-5.679155,-5.050730,-1.662314,-95.244,distance
1781810047.312547,1781810047.267441,-5.680920,-5.070752,-1.653463,-94.736,distance
1781810047.613013,1781810047.567810,-5.682770,-5.094363,-1.642679,-94.119,distance
1781810047.762310,1781810047.717206,-5.682728,-5.115474,-1.629436,-93.360,distance
1781810048.012379,1781810047.967118,-5.683875,-5.136361,-1.619991,-92.819,distance
1781810048.312359,1781810048.267232,-5.683004,-5.158763,-1.608656,-92.169,distance
1781810048.562390,1781810048.517308,-5.683733,-5.180255,-1.599016,-91.617,distance
1781810048.812504,1781810048.767237,-5.684280,-5.202067,-1.593473,-91.299,distance
1781810049.062389,1781810049.017255,-5.684734,-5.224393,-1.592140,-91.223,distance
1781810049.312427,1781810049.267173,-5.685157,-5.245152,-1.589810,-91.089,distance
1781810049.562446,1781810049.517139,-5.685630,-5.265636,-1.587154,-90.937,distance
1781810049.812479,1781810049.767186,-5.685983,-5.286081,-1.585319,-90.832,distance
1781810050.112504,1781810050.067156,-5.686307,-5.309705,-1.583504,-90.728,distance
1781810050.412411,1781810050.367177,-5.685788,-5.332746,-1.581375,-90.606,distance
1781810050.662382,1781810050.617591,-5.686004,-5.355055,-1.579367,-90.491,distance
1781810050.912659,1781810050.867284,-5.685244,-5.376568,-1.574244,-90.198,distance
1781810051.162568,1781810051.117736,-5.685300,-5.398836,-1.571926,-90.065,distance
1781810051.412389,1781810051.367234,-5.685309,-5.420078,-1.570154,-89.963,distance
1781810051.612400,1781810051.567427,-5.682766,-5.441714,-1.566823,-89.772,distance
1781810051.912403,1781810051.867934,-5.682656,-5.463756,-1.564224,-89.623,distance
1781810052.162383,1781810052.117299,-5.683277,-5.484071,-1.568240,-89.854,distance
1781810052.412378,1781810052.367113,-5.683465,-5.504827,-1.568534,-89.870,distance
1781810052.662346,1781810052.617053,-5.683406,-5.525152,-1.567006,-89.783,distance
1781810053.012341,1781810052.967338,-5.683887,-5.547474,-1.563821,-89.600,distance
1781810053.262397,1781810053.217088,-5.683719,-5.569218,-1.561933,-89.492,distance
1781810053.462350,1781810053.417599,-5.683063,-5.589276,-1.565350,-89.688,distance
1781810053.712403,1781810053.667094,-5.682936,-5.609553,-1.563428,-89.578,distance
1781810053.962369,1781810053.917100,-5.682758,-5.631568,-1.561617,-89.474,distance
1781810054.212543,1781810054.167193,-5.678383,-5.653190,-1.557398,-89.232,distance
1781810054.462386,1781810054.417278,-5.678068,-5.675324,-1.555434,-89.120,distance
1781810054.765347,1781810054.717086,-5.675365,-5.697522,-1.554939,-89.091,distance
1781810055.062370,1781810055.017397,-5.675025,-5.718010,-1.553206,-88.992,distance
1781810055.312424,1781810055.267223,-5.674600,-5.740978,-1.551236,-88.879,distance
1781810055.462720,1781810055.417310,-5.673344,-5.761226,-1.554405,-89.061,distance
1781810055.712332,1781810055.667563,-5.673027,-5.784448,-1.561451,-89.465,distance
1781810055.962614,1781810055.917325,-5.672302,-5.806160,-1.562138,-89.504,distance
1781810056.212349,1781810056.167219,-5.670342,-5.826987,-1.557813,-89.256,distance
1781810056.462382,1781810056.417068,-5.670071,-5.847553,-1.557538,-89.240,distance
1781810056.762344,1781810056.717477,-5.668935,-5.870974,-1.557703,-89.250,distance
1781810057.012419,1781810056.967219,-5.668660,-5.891841,-1.557255,-89.224,distance
1781810057.312505,1781810057.267377,-5.667846,-5.915490,-1.557387,-89.232,distance
1781810057.612650,1781810057.567168,-5.666112,-5.938828,-1.558479,-89.294,distance
1781810057.862956,1781810057.817389,-5.665839,-5.960862,-1.558206,-89.279,distance
1781810058.112410,1781810058.067132,-5.664663,-5.981541,-1.557537,-89.240,distance
1781810058.362491,1781810058.318104,-5.664366,-6.003523,-1.556899,-89.204,distance
1781810058.612373,1781810058.567073,-5.664061,-6.025112,-1.556401,-89.175,distance
1781810058.862383,1781810058.817226,-5.663093,-6.045125,-1.560331,-89.400,distance
1781810059.162407,1781810059.117092,-5.662846,-6.068597,-1.560027,-89.383,distance
1781810059.362594,1781810059.317092,-5.658213,-6.092612,-1.559419,-89.348,distance
1781810059.612493,1781810059.567096,-5.657957,-6.114680,-1.558897,-89.318,distance
1781810059.862393,1781810059.817120,-5.657715,-6.134731,-1.558590,-89.301,distance
1781810060.062338,1781810060.017298,-5.656185,-6.156335,-1.560407,-89.405,distance
1781810060.312355,1781810060.267189,-5.655961,-6.177715,-1.560178,-89.392,distance
1781810060.562398,1781810060.517603,-5.655727,-6.199073,-1.559293,-89.341,distance
1781810060.862376,1781810060.817237,-5.654700,-6.222094,-1.559266,-89.339,distance
1781810061.112514,1781810061.067300,-5.654437,-6.244138,-1.558408,-89.290,distance
1781810061.312607,1781810061.267259,-5.655160,-6.264379,-1.558831,-89.314,distance
1781810061.562392,1781810061.517092,-5.654910,-6.284627,-1.557805,-89.256,distance
1781810061.812381,1781810061.767146,-5.654620,-6.305883,-1.556289,-89.169,distance
1781810062.062363,1781810062.017189,-5.652760,-6.327094,-1.552789,-88.968,distance
1781810062.362339,1781810062.317502,-5.652331,-6.350193,-1.551526,-88.896,distance
1781810062.662524,1781810062.617098,-5.655445,-6.374110,-1.554386,-89.060,distance
1781810062.912329,1781810062.867254,-5.655138,-6.395836,-1.560620,-89.417,distance
1781810063.262383,1781810063.217427,-5.654416,-6.418812,-1.564718,-89.652,distance
1781810063.512371,1781810063.467510,-5.654082,-6.440276,-1.563769,-89.597,distance
1781810063.762374,1781810063.727021,-5.653894,-6.466393,-1.563388,-89.576,distance
1781810064.012379,1781810063.967382,-5.649717,-6.490234,-1.561850,-89.487,distance
1781810064.312413,1781810064.267514,-5.649493,-6.513861,-1.560743,-89.424,distance
1781810064.562427,1781810064.517198,-5.649275,-6.534643,-1.559691,-89.364,distance
1781810064.862538,1781810064.817119,-5.652675,-6.557654,-1.558726,-89.308,distance
1781810065.112384,1781810065.067073,-5.652427,-6.577906,-1.558342,-89.286,distance
1781810065.362365,1781810065.317097,-5.653796,-6.597999,-1.565042,-89.670,distance
1781810065.612476,1781810065.567125,-5.653657,-6.620513,-1.564035,-89.613,distance
1781810065.862513,1781810065.817090,-5.653503,-6.641897,-1.562937,-89.550,distance
1781810066.162457,1781810066.117030,-5.653101,-6.664419,-1.569292,-89.914,distance
1781810066.412368,1781810066.367366,-5.653060,-6.685618,-1.568600,-89.874,distance
1781810066.662384,1781810066.617121,-5.653081,-6.710647,-1.569042,-89.899,distance
1781810066.912366,1781810066.867063,-5.653029,-6.733120,-1.567857,-89.832,distance
1781810067.162330,1781810067.117228,-5.652962,-6.754190,-1.567198,-89.794,distance
1781810067.466765,1781810067.417117,-5.649419,-6.776768,-1.560479,-89.409,distance
1781810067.712408,1781810067.667199,-5.649198,-6.797499,-1.559875,-89.374,distance
1781810067.962372,1781810067.917331,-5.645943,-6.822198,-1.557355,-89.230,distance
1781810068.212850,1781810068.171666,-5.645616,-6.845482,-1.555941,-89.149,distance
1781810068.462364,1781810068.417225,-5.645291,-6.866657,-1.554876,-89.088,distance
1781810068.712588,1781810068.667260,-5.643823,-6.889118,-1.556114,-89.159,distance
1781810069.012372,1781810068.973333,-5.643478,-6.912104,-1.555314,-89.113,distance
1781810069.262342,1781810069.217125,-5.637735,-6.936742,-1.548342,-88.713,distance
1781810069.512601,1781810069.467429,-5.637211,-6.959578,-1.547263,-88.652,distance
1781810069.762402,1781810069.717525,-5.636720,-6.980090,-1.546319,-88.598,distance
1781810070.112489,1781810070.067398,-5.634368,-7.001430,-1.544717,-88.506,distance
1781810070.362375,1781810070.317100,-5.633829,-7.021899,-1.543932,-88.461,distance
1781810070.662426,1781810070.617103,-5.629719,-7.044942,-1.541064,-88.296,distance
1781810070.912406,1781810070.867162,-5.629073,-7.066348,-1.539816,-88.225,distance
1781810071.162367,1781810071.117251,-5.628419,-7.087216,-1.538941,-88.175,distance
1781810071.462698,1781810071.417099,-5.629676,-7.107258,-1.542079,-88.355,distance
1781810071.762356,1781810071.717262,-5.628974,-7.131238,-1.540688,-88.275,distance
1781810072.062530,1781810072.017295,-5.630602,-7.153847,-1.542334,-88.369,distance
1781810072.312439,1781810072.267166,-5.630004,-7.174652,-1.541671,-88.331,distance
1781810072.562407,1781810072.517226,-5.629725,-7.197405,-1.545569,-88.555,distance
1781810072.812423,1781810072.767167,-5.629314,-7.218695,-1.546479,-88.607,distance
1781810073.062396,1781810073.017089,-5.628747,-7.241704,-1.545551,-88.554,distance
1781810073.362391,1781810073.323898,-5.626867,-7.265485,-1.546192,-88.590,distance
1781810073.662511,1781810073.617266,-5.626273,-7.289367,-1.545672,-88.560,distance
1781810073.962522,1781810073.917983,-5.624681,-7.312264,-1.545613,-88.557,distance
1781810074.262464,1781810074.224724,-5.624051,-7.336886,-1.544802,-88.511,distance
1781810074.562366,1781810074.517028,-5.622038,-7.360229,-1.549415,-88.775,distance
1781810074.862455,1781810074.817087,-5.621645,-7.381776,-1.556833,-89.200,distance
1781810075.162334,1781810075.120176,-5.621397,-7.405964,-1.565581,-89.701,distance
1781810075.512329,1781810075.467483,-5.623416,-7.429328,-1.578479,-90.440,distance
1781810075.762420,1781810075.717175,-5.623647,-7.452763,-1.582080,-90.647,distance
1781810075.962538,1781810075.917839,-5.622444,-7.473145,-1.582850,-90.691,distance
1781810076.312355,1781810076.267420,-5.622691,-7.494028,-1.582241,-90.656,distance
1781810076.662396,1781810076.617982,-5.621943,-7.514092,-1.578199,-90.424,distance
1781810076.912483,1781810076.867148,-5.622106,-7.537987,-1.576997,-90.355,distance
1781810077.162376,1781810077.117096,-5.618932,-7.560249,-1.572063,-90.073,distance
1781810077.462415,1781810077.417135,-5.617780,-7.580898,-1.569639,-89.934,distance
1781810077.762343,1781810077.717331,-5.617743,-7.604614,-1.568703,-89.880,distance
1781810078.062782,1781810078.017093,-5.615352,-7.627804,-1.566307,-89.743,distance
1781810078.312408,1781810078.267088,-5.615240,-7.650533,-1.565273,-89.684,distance
1781810078.562372,1781810078.517118,-5.615080,-7.670974,-1.565531,-89.698,distance
1781810078.812372,1781810078.767190,-5.614962,-7.691791,-1.564644,-89.647,distance
1781810079.112515,1781810079.067075,-5.614704,-7.715376,-1.562995,-89.553,distance
1781810079.412502,1781810079.367434,-5.614140,-7.739147,-1.559928,-89.377,distance
1781810079.712480,1781810079.667391,-5.613868,-7.762994,-1.558682,-89.306,distance
1781810080.012699,1781810079.967166,-5.613863,-7.784675,-1.560591,-89.415,distance
1781810080.262490,1781810080.217295,-5.613652,-7.805078,-1.560355,-89.402,distance
1781810080.512453,1781810080.467259,-5.613980,-7.825842,-1.559574,-89.357,distance
1781810080.762392,1781810080.717709,-5.615371,-7.849215,-1.559033,-89.326,distance
1781810081.012527,1781810080.970356,-5.615098,-7.871703,-1.558172,-89.277,distance
1781810081.212413,1781810081.167418,-5.611448,-7.893560,-1.556290,-89.169,distance
1781810081.462471,1781810081.417230,-5.611148,-7.913946,-1.555809,-89.141,distance
1781810081.712363,1781810081.667361,-5.610832,-7.934415,-1.554706,-89.078,distance
1781810081.962361,1781810081.917370,-5.609963,-7.955840,-1.551052,-88.869,distance
1781810082.212338,1781810082.167536,-5.609561,-7.975861,-1.550392,-88.831,distance
1781810082.512465,1781810082.467295,-5.610187,-7.997109,-1.550725,-88.850,distance
1781810082.812339,1781810082.769022,-5.610075,-8.020565,-1.550897,-88.860,distance
1781810083.062476,1781810083.017068,-5.609624,-8.042746,-1.549765,-88.795,distance
1781810083.312336,1781810083.267099,-5.611109,-8.062926,-1.552104,-88.929,distance
1781810083.612363,1781810083.567114,-5.610651,-8.086803,-1.551049,-88.869,distance
1781810083.862362,1781810083.817097,-5.609939,-8.114455,-1.553341,-89.000,distance
1781810084.112333,1781810084.067138,-5.609551,-8.136227,-1.552284,-88.939,distance
1781810084.362407,1781810084.317082,-5.609140,-8.157967,-1.551188,-88.877,distance
1781810084.712423,1781810084.667042,-5.607847,-8.180290,-1.551393,-88.888,distance
1781810085.012512,1781810084.967125,-5.607399,-8.202802,-1.550342,-88.828,distance
1781810085.262390,1781810085.217117,-5.607945,-8.226632,-1.554081,-89.042,distance
1781810085.512406,1781810085.467609,-5.607563,-8.248875,-1.552862,-88.972,distance
1781810085.762384,1781810085.717035,-5.607156,-8.270904,-1.551570,-88.898,distance
1781810086.062389,1781810086.017207,-5.605222,-8.294409,-1.553359,-89.001,distance
1781810086.312495,1781810086.267216,-5.604829,-8.316634,-1.552753,-88.966,distance
1781810086.562530,1781810086.517150,-5.604703,-8.337087,-1.551029,-88.867,distance
1781810086.812370,1781810086.767093,-5.604275,-8.358256,-1.550115,-88.815,distance
1781810087.062345,1781810087.017411,-5.603433,-8.379170,-1.549588,-88.785,distance
1781810087.362418,1781810087.317035,-5.602577,-8.400975,-1.547722,-88.678,distance
1781810087.662358,1781810087.617436,-5.601965,-8.424137,-1.539213,-88.190,distance
1781810087.962453,1781810087.917457,-5.599411,-8.447895,-1.531157,-87.729,distance
1781810088.212489,1781810088.167340,-5.598365,-8.471932,-1.521343,-87.167,distance
1781810088.512401,1781810088.467674,-5.595357,-8.494793,-1.512017,-86.632,distance
1781810088.762432,1781810088.717587,-5.594018,-8.516293,-1.503411,-86.139,distance
1781810089.162466,1781810089.117074,-5.591709,-8.539864,-1.492763,-85.529,distance
1781810089.412359,1781810089.367174,-5.589989,-8.560890,-1.483719,-85.011,distance
1781810089.712388,1781810089.667084,-5.588534,-8.583045,-1.477868,-84.676,distance
1781810090.012381,1781810089.967165,-5.586507,-8.605944,-1.469528,-84.198,distance
1781810090.262463,1781810090.223921,-5.584302,-8.626992,-1.461695,-83.749,distance
1781810090.562352,1781810090.517439,-5.577184,-8.650276,-1.445298,-82.809,distance
1781810090.812357,1781810090.767299,-5.574216,-8.673097,-1.435640,-82.256,distance
1781810091.062397,1781810091.017613,-5.571195,-8.694745,-1.426854,-81.753,distance
1781810091.312383,1781810091.267130,-5.567008,-8.715658,-1.422081,-81.479,distance
1781810091.562507,1781810091.517065,-5.563844,-8.736330,-1.413970,-81.014,distance
1781810091.812423,1781810091.767259,-5.560598,-8.756504,-1.406419,-80.582,distance
1781810092.112397,1781810092.067123,-5.556663,-8.779706,-1.397011,-80.043,distance
1781810092.412688,1781810092.367344,-5.552542,-8.802680,-1.387840,-79.517,distance
1781810092.662576,1781810092.618909,-5.544452,-8.823337,-1.379525,-79.041,distance
1781810092.912405,1781810092.867190,-5.540258,-8.844646,-1.371293,-78.569,distance
1781810093.162677,1781810093.117248,-5.535530,-8.867569,-1.361456,-78.006,distance
1781810093.462488,1781810093.421718,-5.531179,-8.890214,-1.353079,-77.526,distance
1781810093.712416,1781810093.667449,-5.526643,-8.910408,-1.344890,-77.056,distance
1781810094.062522,1781810094.017495,-5.520298,-8.932829,-1.334526,-76.463,distance
1781810094.312576,1781810094.267164,-5.515372,-8.952997,-1.325880,-75.967,distance
1781810094.562343,1781810094.517708,-5.510260,-8.973151,-1.317230,-75.472,distance
1781810094.862555,1781810094.817496,-5.499904,-8.993482,-1.304009,-74.714,distance
1781810095.112391,1781810095.067350,-5.494479,-9.013071,-1.295580,-74.231,distance
1781810095.362483,1781810095.317228,-5.488620,-9.033527,-1.285856,-73.674,distance
1781810095.562444,1781810095.517433,-5.480335,-9.052190,-1.276697,-73.149,distance
1781810096.112366,1781810096.067664,-5.479436,-9.055148,-1.274267,-73.010,time
1781810096.562365,1781810096.517210,-5.472852,-9.076365,-1.263317,-72.383,distance
1781810096.862352,1781810096.817151,-5.463006,-9.102864,-1.249855,-71.611,distance
1781810097.112348,1781810097.067111,-5.455786,-9.123072,-1.239670,-71.028,distance
1781810097.312468,1781810097.267450,-5.449020,-9.142503,-1.229013,-70.417,distance
1781810097.512377,1781810097.467067,-5.441855,-9.162391,-1.217985,-69.785,distance
1781810097.716103,1781810097.667123,-5.434899,-9.181730,-1.207890,-69.207,distance
1781810097.962416,1781810097.917185,-5.427536,-9.200879,-1.197391,-68.605,distance
1781810098.262415,1781810098.217229,-5.419521,-9.221053,-1.185469,-67.922,distance
1781810098.562346,1781810098.517319,-5.412417,-9.240257,-1.174370,-67.286,distance
1781810098.962924,1781810098.917648,-5.404600,-9.258736,-1.163474,-66.662,distance
1781810099.162444,1781810099.117045,-5.395884,-9.278667,-1.149825,-65.880,distance
1781810099.462409,1781810099.417326,-5.385654,-9.298819,-1.135119,-65.038,distance
1781810099.712423,1781810099.667053,-5.374679,-9.321236,-1.119011,-64.115,distance
1781810099.962364,1781810099.917906,-5.364224,-9.342417,-1.101045,-63.085,distance
1781810100.212390,1781810100.167181,-5.353238,-9.363641,-1.080595,-61.914,distance
1781810100.512394,1781810100.467318,-5.342228,-9.381842,-1.056929,-60.558,distance
1781810100.862399,1781810100.817452,-5.330750,-9.401733,-1.034332,-59.263,distance
1781810101.162342,1781810101.117152,-5.318422,-9.421076,-1.015115,-58.162,distance
1781810101.412506,1781810101.367498,-5.306470,-9.439902,-0.989971,-56.721,distance
1781810101.612512,1781810101.567379,-5.295798,-9.457931,-0.977417,-56.002,distance
1781810101.912428,1781810101.867180,-5.282292,-9.477507,-0.952113,-54.552,distance
1781810102.212326,1781810102.167102,-5.267218,-9.495742,-0.926792,-53.101,distance
1781810102.462363,1781810102.417373,-5.253808,-9.513251,-0.902404,-51.704,distance
1781810102.712374,1781810102.667346,-5.236812,-9.533450,-0.877067,-50.252,distance
1781810102.962390,1781810102.917038,-5.223425,-9.549051,-0.856563,-49.077,distance
1781810103.262377,1781810103.217224,-5.205663,-9.567738,-0.829265,-47.513,distance
1781810103.462378,1781810103.417248,-5.188594,-9.582343,-0.809174,-46.362,distance
1781810103.712402,1781810103.667327,-5.174008,-9.597355,-0.785362,-44.998,distance
1781810103.962372,1781810103.917192,-5.157921,-9.610589,-0.767330,-43.965,distance
1781810104.262421,1781810104.217208,-5.141113,-9.626482,-0.743346,-42.591,distance
1781810104.462507,1781810104.417239,-5.123153,-9.639407,-0.718500,-41.167,distance
1781810104.712577,1781810104.667089,-5.105371,-9.654609,-0.690389,-39.556,distance
1781810105.012502,1781810104.967156,-5.087068,-9.668911,-0.660495,-37.844,distance
1781810105.312445,1781810105.267047,-5.070226,-9.681760,-0.638586,-36.588,distance
1781810105.562434,1781810105.517716,-5.052675,-9.695103,-0.616705,-35.335,distance
1781810105.762459,1781810105.717538,-5.035526,-9.707049,-0.593370,-33.998,distance
1781810106.162364,1781810106.118733,-5.016270,-9.717634,-0.571711,-32.757,distance
1781810106.412428,1781810106.367181,-4.997176,-9.729697,-0.551441,-31.595,distance
1781810106.662426,1781810106.617282,-4.979771,-9.740252,-0.536284,-30.727,distance
1781810106.862375,1781810106.817262,-4.963253,-9.751918,-0.520149,-29.802,distance
1781810107.112343,1781810107.067213,-4.941060,-9.764434,-0.502739,-28.805,distance
1781810107.662367,1781810107.617113,-4.934942,-9.764761,-0.498747,-28.576,time
1781810108.212528,1781810108.167184,-4.934942,-9.764761,-0.498519,-28.563,time
1781810108.762422,1781810108.717515,-4.913921,-9.776034,-0.483239,-27.688,distance
1781810109.012487,1781810108.967359,-4.893053,-9.786835,-0.469269,-26.887,distance
1781810109.262314,1781810109.217057,-4.871546,-9.797827,-0.455129,-26.077,distance
1781810109.512349,1781810109.467227,-4.850944,-9.807785,-0.442960,-25.380,distance
1781810109.812388,1781810109.767040,-4.832775,-9.821759,-0.435675,-24.962,distance
1781810110.312574,1781810110.267233,-4.833835,-9.821265,-0.436547,-25.012,time
1781810110.862340,1781810110.817205,-4.833835,-9.821265,-0.436334,-25.000,time
1781810111.412441,1781810111.367032,-4.833835,-9.821265,-0.436116,-24.988,time
1781810111.962492,1781810111.917102,-4.833835,-9.821265,-0.435928,-24.977,time
1781810112.462477,1781810112.417566,-4.813925,-9.830487,-0.431989,-24.751,distance
1781810112.712348,1781810112.667091,-4.792917,-9.840149,-0.429932,-24.633,distance
1781810112.912667,1781810112.867360,-4.773103,-9.849707,-0.433330,-24.828,distance
1781810113.162402,1781810113.117287,-4.752452,-9.859241,-0.431317,-24.713,distance
1781810113.412391,1781810113.371512,-4.732027,-9.869344,-0.429131,-24.587,distance
1781810113.712369,1781810113.667380,-4.712251,-9.879787,-0.426945,-24.462,distance
1781810113.962350,1781810113.917304,-4.692315,-9.888839,-0.425369,-24.372,distance
1781810114.212342,1781810114.172810,-4.669951,-9.897205,-0.422317,-24.197,distance
1781810114.462452,1781810114.417712,-4.650268,-9.905966,-0.413146,-23.671,distance
1781810114.712802,1781810114.667123,-4.625574,-9.914002,-0.398477,-22.831,distance
1781810115.012378,1781810114.967097,-4.604008,-9.922973,-0.387871,-22.223,distance
1781810115.312381,1781810115.267501,-4.581329,-9.931397,-0.375653,-21.523,distance
1781810115.562346,1781810115.517649,-4.561056,-9.936955,-0.361296,-20.701,distance
1781810115.812624,1781810115.770618,-4.539548,-9.944967,-0.349653,-20.034,distance
1781810116.062369,1781810116.017477,-4.519793,-9.949990,-0.337289,-19.325,distance
1781810116.312538,1781810116.267111,-4.500779,-9.956576,-0.327621,-18.771,distance
1781810116.562456,1781810116.517040,-4.481834,-9.963174,-0.319556,-18.309,distance
1781810116.812480,1781810116.767066,-4.461730,-9.969978,-0.310975,-17.818,distance
1781810117.062396,1781810117.017243,-4.440170,-9.976803,-0.299761,-17.175,distance
1781810117.312413,1781810117.267934,-4.417141,-9.980556,-0.284871,-16.322,distance
1781810117.562463,1781810117.517631,-4.397634,-9.986189,-0.275026,-15.758,distance
